Paper Title,Contributors
A Wireless  Architecture for Fast 3D Rendering of Agent Based Multimedia Simulations on Portable Devices,"CACCIAGUERRA, STEFANO; LOMI, ALESSANDRO; ROCCETTI, MARCO; ROFFILLI, MATTEO"
Smart Download on the Go: A Wireless Internet Application for Music Distribution over Heterogeneous Networks,"GHINI, VITTORIO; G. PAU; ROCCETTI, MARCO; SALOMONI, PAOLA"
Compliance Verification of Agent Interaction: a Logic-Based Tool,"CHESANI, FEDERICO; MELLO, PAOLA; TORRONI, PAOLO"
Performance analysis of a parallel and distributed simulation framework for large scale wireless systems,"BONONI, LUCIANO; BRACUTO, MICHELE; D'ANGELO, GABRIELE; DONATIELLO, LORENZO"
Specification and Verification of Agent Interaction Protocols in a Logic-based System,"MELLO, PAOLA; TORRONI, PAOLO"
A New Adaptive Middleware for Parallel and Distributed Simulation of Dynamically Interacting Systems,"BONONI, LUCIANO; BRACUTO, MICHELE; D'ANGELO, GABRIELE; DONATIELLO, LORENZO"
A Differentiated Distributed Coordination Function (DDCF) MAC Protocol for Cluster-based Wireless Ad Hoc Networks,"BONONI, LUCIANO"
"Agent Planning, Negotiation, and Control of Operation","TORRONI, PAOLO"
A Logic based Approach to Interaction Design in Open Multi-Agent Systems,"CHESANI, FEDERICO; MELLO, PAOLA; TORRONI, PAOLO"
Mobile Active Middleware for the QoS Management of Multimedia Streaming over Best-effort Networks,"BELLAVISTA, PAOLO; CORRADI, ANTONIO"
An Ant Approach to Membership Overlay Design - Results on the dynamic global setting,"MANIEZZO, VITTORIO; BOSCHETTI, MARCO ANTONIO"
Design and Simulation of a Migration-based Architecture for Massively Populated Internet Games,"D'ANGELO, GABRIELE; BONONI, LUCIANO"
Fast 3D Surfaces Rendering Techniques for Small Portable Devices,"AMOROSO, ALESSANDRO; CASCIOLA, GIULIO"
Open Directions in Agent-Oriented  Engineering,"OMICINI, ANDREA"
Coordination Infrastructures in the Engineering of Multiagent Systems,"OMICINI, ANDREA; RICCI, ALESSANDRO"
Learning  Techniques for Automatic Algorithm Portfolio Selection,"GUERRI, ALESSIO; MILANO, MICHELA"
Postponing Branching Decisions,"MILANO, MICHELA"
Materialization of Fragmented Views in Multidimensional Databases,"GOLFARELLI, MATTEO; MANIEZZO, VITTORIO; RIZZI, STEFANO"
Report on the ACM Sixth International Workshop on Data Warehousing and OLAP,"RIZZI, STEFANO"
A framework for data mining pattern management,"RIZZI, STEFANO"
Schema versioning in data warehouses,"GOLFARELLI, MATTEO; RIZZI, STEFANO"
UML-based conceptual modeling of pattern-bases,"RIZZI, STEFANO"
Beyond data warehousing: What’s next in business intelligence?,"GOLFARELLI, MATTEO; RIZZI, STEFANO"
Mining di pattern complessi di superficie da strutture molecolari,"BALDACCI, LORENZO; GOLFARELLI, MATTEO; RIZZI, STEFANO"
QoS Routing in DWDM Optical Packet Networks,"CALLEGATI, FRANCO; CERRONI, WALTER; MURETTO, GIOVANNI; RAFFAELLI, CARLA; ZAFFONI, PAOLO"
A RIO-like Technique for Interactivity Loss Avoidance in Fast-Paced Multiplayer Online Games: a Preliminary Study,"FERRETTI, STEFANO; CACCIAGUERRA, STEFANO; ROCCETTI, MARCO"
Mobility Prediction for Mobile Agent-based Service Continuity in the Wireless Internet,"BELLAVISTA, PAOLO; CORRADI, ANTONIO; GIANNELLI, CARLO"
Adaptive Routing in DWDM Optical Packet Switched Network,"CALLEGATI, FRANCO; CERRONI, WALTER; MURETTO, GIOVANNI; RAFFAELLI, CARLA; ZAFFONI, PAOLO"
Predicting Biological Age from a Skin Surface Capacitive Analysis,"BEVILACQUA, ALESSANDRO; GHERARDI, ALESSANDRO; FERRI, MASSIMO"
A Fast Area-Based Stereo Matching Algorithm,"DI STEFANO, LUIGI; MATTOCCIA, STEFANO"
A PC-based Real-Time Stereo Vision System,"DI STEFANO, LUIGI; MATTOCCIA, STEFANO"
An Algorithm for Efficient and Exhaustive Template Matching,"DI STEFANO, LUIGI; MATTOCCIA, STEFANO; TOMBARI, FEDERICO"
A Change-Detection Algorithm Enabling Intelligent Background Maintenance,"DI STEFANO, LUIGI; MATTOCCIA, STEFANO; MOLA, MARTINO"
"Caratterizzazione della superficie della pelle
attraverso l'analisi di immagini capacitive","BEVILACQUA, ALESSANDRO"
Integrating Objective & Subjective Coordination in Multi-Agent Systems,"OMICINI, ANDREA; RICCI, ALESSANDRO; VIROLI, MIRKO"
A Semantics for the Interaction of Agents with Coordination Artifacts,"VIROLI, MIRKO; RICCI, ALESSANDRO; OMICINI, ANDREA"
Agent Coordination Context: From Theory to Practice,"RICCI, ALESSANDRO; VIROLI, MIRKO; OMICINI, ANDREA"
Towards Seamless Agent Middleware,"OMICINI, ANDREA"
An RBAC Approach for Securing Access Control in a MAS Coordination Infrastructure,"RICCI, ALESSANDRO; VIROLI, MIRKO; OMICINI, ANDREA"
Role-Based Access Control in MAS using Agent Coordination Contexts,"RICCI, ALESSANDRO; VIROLI, MIRKO; OMICINI, ANDREA"
An Agent-oriented Conceptual Framework for Biological Systems Simulation,"OMICINI, ANDREA; RICCI, ALESSANDRO"
A Conceptual Framework for Self-Organising MAS,"OMICINI, ANDREA; RICCI, ALESSANDRO; VIROLI, MIRKO"
ReSpecT Nets: Towards an Analysis  for ReSpecT Specifications,"VIROLI, MIRKO; OMICINI, ANDREA"
RBAC for Organisation and Security in an Agent Coordination Infrastructure,"OMICINI, ANDREA; RICCI, ALESSANDRO; VIROLI, MIRKO"
Generation of Synthetic Fingerprint Image Databases,"MALTONI, DAVIDE"
The State of the Art in Fingerprint Classification,"CAPPELLI, RAFFAELE; MAIO, DARIO"
FVC: Fingerprint Verification Competitions,"CAPPELLI, RAFFAELE"
Robust Aggregation Protocols for Large-Scale Overlay Networks,"MONTRESOR, ALBERTO; BABAOGLU, OZALP"
A Framework for Prototyping J2EE Replication Algorithms,"BABAOGLU, OZALP; VUCKOVIC, JAKSA"
A Novel Obsolescence-based Approach to Event Delivery Synchronization in Multiplayer Games,"FERRETTI, STEFANO; ROCCETTI, MARCO"
Automated Analysis of Timed Security: A Case Study on Web Privacy,"GORRIERI, ROBERTO"
"Biometric Authentication: ECCV 2004 International Workshop, BioAW 2004, Prague, Czech Republic, May 15th, 2004. Proceedings","MALTONI, DAVIDE"
Towards a robust face detector,"CAPPELLI, RAFFAELE; FRANCO, ANNALISA; NANNI, LORIS"
A Simple Framework for Real-time Cryptographic Protocol Analysis with Compositional Proof Rules,"GORRIERI, ROBERTO"
A Process Algebraic Approach for the Analysis of Probabilistic Non-Interference,"BRAVETTI, MARIO; GORRIERI, ROBERTO"
Two Formal Approaches for Approximating Noninterference Properties,"BRAVETTI, MARIO; GORRIERI, ROBERTO"
Classification of Security Properties. Part II: Network Security,"GORRIERI, ROBERTO"
Adaptive positioning of a visible watermark in a digital image,"LUMINI, ALESSANDRA; MAIO, DARIO"
SFinGe: an Approach to Synthetic Fingerprint Generation,"CAPPELLI, RAFFAELE"
Un approccio al relevance feedback per il reperimento di immagini,"FRANCO, ANNALISA; LUMINI, ALESSANDRA"
FVC2004: Third Fingerprint Verification Competition,"MAIO, DARIO; MALTONI, DAVIDE; CAPPELLI, RAFFAELE"
A new approach for relevance feedback through positive and negative samples,"FRANCO, ANNALISA; LUMINI, ALESSANDRA; MAIO, DARIO"
Reward-Punishment Editing,"FRANCO, ANNALISA; MALTONI, DAVIDE; NANNI, LORIS"
Technology Evaluations of Fingerprint-Based Biometric Systems,"CAPPELLI, RAFFAELE; MAIO, DARIO; MALTONI, DAVIDE"
Combining Template-based and feature-based face detectors,"CAPPELLI, RAFFAELE; FRANCO, ANNALISA; MALTONI, DAVIDE; NANNI, LORIS"
A Hierarchical Approach for Face Recognition,"FRANCO, ANNALISA; LUMINI, ALESSANDRA; MAIO, DARIO"
An Improved Noise Model for the Generation of Synthetic Fingerprints,"CAPPELLI, RAFFAELE; MAIO, DARIO; MALTONI, DAVIDE"
Un sistema basato sulla conoscenza per la terapia anticoagulante orale,"MELLO, PAOLA"
Expressing Interaction in Combinatorial Auction through Social Integrality Constraints,"CHESANI, FEDERICO; GUERRI, ALESSIO; MELLO, PAOLA; MILANO, MICHELA; TORRONI, PAOLO"
Instance Structure-Based Portfolio Selection,"GUERRI, ALESSIO; MILANO, MICHELA"
Learning the Dose Adjustment for the Oral Anticoagulation Treatment,"MELLO, PAOLA"
A distributed geographic information system for the Daily Car Pooling Problem,"MANIEZZO, VITTORIO"
Ant Colony Optimization,"MANIEZZO, VITTORIO"
An ANTS heuristic for the long-term car pooling problem,"MANIEZZO, VITTORIO; CARBONARO, ANTONELLA"
A descent method for computing the solution of Tikhonov regularized solution of linear inverse  problems,"LANDI, GERMANA; ZAMA, FABIANA; LOLI PICCOLOMINI, ELENA"
A total variation based regularization strategy in Magnetic Resonance Imaging,"LANDI, GERMANA; LOLI PICCOLOMINI, ELENA; ZAMA, FABIANA"
Abduction with Hypothesis Confirmation,"MELLO, PAOLA; TORRONI, PAOLO"
Towards a Mapping of Deontic Logic onto an Abductive Framework,"MELLO, PAOLA; SARTOR, GIOVANNI; TORRONI, PAOLO"
Symmetry Breaking Ordering Constraints,"KIZILTAN, ZEYNEP"
"Hybrid Modelling for
Robust Solving","KIZILTAN, ZEYNEP"
Symmetry Breaking Ordering Constraints,"KIZILTAN, ZEYNEP"
Combining Symmetry Breaking with Other Constraints: Lexicographic Ordering with Sums,"KIZILTAN, ZEYNEP"
High Quality-Speed Dilemma: a Comparison between Segmentation Methods for Traffic Monitoring Applications,"BEVILACQUA, ALESSANDRO; DI STEFANO, LUIGI; LANZA, ALESSANDRO"
"Conceptual Modeling for Advanced Application Domains: ER 2004 Workshops CoMoGIS, CoMWIM, ECDM, CoMoA, DGOV, and eCOMO, Shanghai, China, November 8-12, 2004. Proceedings (LNCS 3289)","GRANDI, FABIO"
Introducing an Annotated Bibliography on Temporal and Evolution Aspects in the World Wide Web,"GRANDI, FABIO"
Preface to ECDM 2004,"GRANDI, FABIO"
SVMgr: A Tool for the Management of Schema Versioning,"GRANDI, FABIO"
Proceedings of the 2004 ACM Symposium on Applied Computing (SAC 2004),"OMICINI, ANDREA"
WOA 2004 – Dagli oggetti agli agenti: sistemi complessi e agenti razionali,"OMICINI, ANDREA"
Models and Metaphors from Biology to Bioinformatics Tools,"OMICINI, ANDREA"
"Proceedings of the 2nd International Workshop ""Declarative Agent Languages and Technologies"" (DALT 2004)","OMICINI, ANDREA; TORRONI, PAOLO"
Preface,"OMICINI, ANDREA; TORRONI, PAOLO"
"Proceedings of the 5th International Workshop ""Engineering Societies in the Agents World"" (ESAW 2004)","OMICINI, ANDREA"
Preface,"OMICINI, ANDREA"
Second International Workshop on Theory and Practice of Open Computational Systems,"OMICINI, ANDREA; RICCI, ALESSANDRO"
Preface,"OMICINI, ANDREA"
Message from the Program Chairs,"OMICINI, ANDREA"
Preface,"OMICINI, ANDREA; TORRONI, PAOLO"
The First AgentLink III Technical Forum,"OMICINI, ANDREA"
An Efficient Change Detection Algorithm Based on a Statistical Non-Parametric Camera Noise Model,"BEVILACQUA, ALESSANDRO; DI STEFANO, LUIGI; LANZA, ALESSANDRO"
Management of the Citizen's Digital Identity and Access to Multi-version Norm Texts on the Semantic Web,"GRANDI, FABIO; SCALAS, MARIA RITA"
Application of XML Technologies to Telemetry Data Management in Test Equipments for Scientific Satellite Missions,"GRANDI, FABIO"
e-Photon ONE: Key Issues for Core Photonic Network Research,"CALLEGATI, FRANCO"
Workpackage 5: Technical Forum,"OMICINI, ANDREA"
AgentLink III: The European Network for Agents is Back,"OMICINI, ANDREA"
Quarto Workshop Internazionale “Engineering Societies in the Agents World” (ESAW 2003),"OMICINI, ANDREA"
Preface,"OMICINI, ANDREA"
Coordination and Collaboration Technologies,"OMICINI, ANDREA"
A Generative Approach to the Implementation of Language Bindings for the Document Object Model,"PADOVANI, LUCA; SACERDOTI COEN, CLAUDIO; ZACCHIROLI, STEFANO"
Mathematical Libraries as Proof Assistant Environments,"SACERDOTI COEN, CLAUDIO"
Efficient Ambiguous Parsing of Mathematical Formulae,"SACERDOTI COEN, CLAUDIO; ZACCHIROLI, STEFANO"
"SchemaPath, a Minimal Extension to XML Schema for Conditional Constraints","MARINELLI, PAOLO; SACERDOTI COEN, CLAUDIO; VITALI, FABIO"
A Modular Paradigm for Building Self-Organizing Peer-to-Peer Applications,"BABAOGLU, OZALP; MONTRESOR, ALBERTO"
Instructions-Based Semantics of Agent Mediated Interaction,"VIROLI, MIRKO; RICCI, ALESSANDRO"
Integrating a MAS Coordination Infrastructure with Web Services,"MORINI, STEFANO; RICCI, ALESSANDRO; VIROLI, MIRKO"
Verifying Properties of Coordination by Well-Structured Transition Systems,"VIROLI, MIRKO"
Real Time and Stochastic Time,"BRAVETTI, MARIO"
"Tutte le Algebre Insieme: Concepts, Discussions and Relations of Stochastic Process Algebras with General Distributions","BRAVETTI, MARIO"
Johanna: A Knowledge Centered Infrastructure for Teleorganizations,"GASPARI, MAURO; GUIDI, DAVIDE; PICCI, LUCIO"
Combining Partitions in SecSpaces,"BRAVETTI, MARIO; GORRIERI, ROBERTO; LUCCHI, ROBERTO; ZAVATTARO, GIANLUIGI"
Probabilistic and Prioritized Data Retrieval in the Linda Coordination Model,"BRAVETTI, MARIO; GORRIERI, ROBERTO; LUCCHI, ROBERTO; ZAVATTARO, GIANLUIGI"
Integrating and Orchestrating Services upon an Agent Coordination Infrastructure,"DENTI, ENRICO; RICCI, ALESSANDRO; RUBINO, ROSSELLA"
Relevance of Winning Coalitions in Indirect Control of Corporations,"DENTI, ENRICO"
Making Choices using Structure at the Instance Level within a Case Based Reasoning Framework,"GUERRI, ALESSIO; MILANO, MICHELA"
A flexible approach to configuration of linux-based firewalls,"PRANDINI, MARCO"
Efficient authentication and verification of certificate status within public-key infrastructures,"FALDELLA, EUGENIO; PRANDINI, MARCO"
A Framework for the Comparison of Complex Patterns,"BARTOLINI, ILARIA; CIACCIA, PAOLO; PATELLA, MARCO"
The PIBE Personalizable Image Browsing Engine,"BARTOLINI, ILARIA; CIACCIA, PAOLO; PATELLA, MARCO"
A Unified and Flexible Framework for Comparing Simple and Complex Patterns,"BARTOLINI, ILARIA; CIACCIA, PAOLO; PATELLA, MARCO"
Policy-based Dynamic Reconfiguration of Mobile Code Applications,"MONTANARI, REBECCA"
Context-awareness for impromptu collaboration in MANETs,"BOTTAZZI, DARIO; CORRADI, ANTONIO; MONTANARI, REBECCA"
Automated generation of enforcement mechanisms for semantically-rich security policies in Java-based multi-agent systems,"TONTI, GIANLUCA; MONTANARI, REBECCA"
Context-based Access Control for Ubiquitous Service Provisioning,"CORRADI, ANTONIO; MONTANARI, REBECCA; TIBALDI, DANIELA"
Context-based Access Control Management in Ubiquitous Environment,"CORRADI, ANTONIO; MONTANARI, REBECCA; TIBALDI, DANIELA"
Inference Attacks in Peer-to-Peer Homogeneous Distributed Data Mining,"LODI, STEFANO; MORO, GIANLUCA"
Effetti di imidacloprid somministrato a dosi subletali sul comportamento delle api (Apis mellifera L.). Prove di laboratorio,"MEDRZYCKI, PIOTR; MONTANARI, REBECCA; PORRINI, CLAUDIO"
(Optimal) duplication is not elementary recursive.,"ASPERTI, ANDREA; MARTINI, SIMONE"
Efficient Retrieval of Mathematical Statements.,"ASPERTI, ANDREA"
Mathematical Knowledge Management,"ASPERTI, ANDREA"
Orchestrating Document-based Workflows with X-Folders,"ROSSI, DAVIDE"
Fifth International Workshop on Computational Logic in Multi-Agent Systems - CLIMA V,"TORRONI, PAOLO"
Multi Platform Low Bandwidth Remote Lecturing,"DAVOLI, RENZO"
Berserkr: a Virtual Beowulf Cluster for Fast Prototyping and Teaching,"SPIGAROLO, MICAELA; DAVOLI, RENZO"
Teaching Operating Systems Administration with User Mode Linux,"DAVOLI, RENZO"
Berserkr: a Beowulf Cluster Emulator for Teaching Parallel Programming,"SPIGAROLO, MICAELA; DAVOLI, RENZO"
Integration of medical services in the MeSSyCo agent system (demo session).,"CIAMPOLINI, ANNA; MELLO, PAOLA; STORARI, SERGIO"
"A multi-agent system for medical
services synergy and coordination.","CIAMPOLINI, ANNA; MELLO, PAOLA; STORARI, SERGIO"
From Endogenous to Exogenous Coordination Using Aspect-Oriented Programming,"CAPIZZI, SIRIO; SOLMI, RICCARDO; ZAVATTARO, GIANLUIGI"
WSSecSpaces: a Secure Data-Driven Coordination Service for Web Services Applications,"LUCCHI, ROBERTO; ZAVATTARO, GIANLUIGI"
"Agents and Peer to Peer Computing, 2nd international workshop, AAMAS 2003, Melbourne, Australia, 2003","MORO, GIANLUCA; SARTORI, CLAUDIO"
"Agents and Peer-to-Peer Computing, First International Workshop, AP2PC 2002, Bologna, Italy, July, 2002, Revised and Invited Papers","MORO, GIANLUCA"
Merging G-Grid P2P Systems While Preserving Their Autonomy,"MORO, GIANLUCA; MONTI, GABRIELE"
Identification of Communities of Peers by Trust and Reputation,"MORO, GIANLUCA"
Web Services for E-commerce: guaranteeing security access and quality of service,"BRAVETTI, MARIO; LUCCHI, ROBERTO; ZAVATTARO, GIANLUIGI; GORRIERI, ROBERTO"
Keeping the Packet Sequence in Optical Packet-Switched Networks,"CALLEGATI, FRANCO; CERRONI, WALTER; RAFFAELLI, CARLA; ZAFFONI, PAOLO"
Interactive Video Streaming over Wi-Fi Networks: A Performance Assessment,"GHINI, VITTORIO; ROCCETTI, MARCO"
Foundations of Security Analysis and design II,"FOCARDI, RICCARDO; GORRIERI, ROBERTO"
A new reparation method for incomplete data in the context of supervised learning,"MAGNANI, MATTEO; MONTESI, DANILO"
Equivalences and optimizations in an expressive XSLT fragment,"MONTESI, DANILO"
Towards a metamodeling based method for representing and selecting Grid services,"ANDREOZZI, SERGIO; CIANCARINI, PAOLO; MONTESI, DANILO; MORETTI, ROCCO"
Dimensions of ignorance in a semi-structured data model,"MAGNANI, MATTEO; MONTESI, DANILO"
Towards a model for quality of Web and Grid services,"ANDREOZZI, SERGIO; CIANCARINI, PAOLO; MONTESI, DANILO; MORETTI, ROCCO"
Towards an Algebraic Theory of Typed Mobile Processes,"SANGIORGI, DAVIDE"
Bisimulation: From The Origins to Today,"SANGIORGI, DAVIDE"
Learning objects recommendation in a collaborative information management system,"CARBONARO, ANTONELLA"
